customer_id,age,annual_income,total_purchases,first_purchase_date,product_category,product_category_diversity,loyalty_duration,customer_segment
308,36.12642916746255,74772.02508389491,10788.254165733833,2018-11-04,TV,1,2207,2
309,53.20646071755057,102147.38914578945,9987.537405296822,2018-11-05,Mobile,1,2206,2
310,41.96711021349159,86867.45582199882,5559.943219062403,2018-11-06,Electronics,1,2205,0
311,41.73478195159169,74374.3260313714,4673.962393001653,2018-11-07,TV,1,2204,0
312,61.48165277980785,95444.15748000718,2801.193221507547,2018-11-08,TV,1,2203,0
313,57.38124523482045,109755.18872543283,4854.230307778262,2018-11-09,TV,1,2202,0
314,57.20264454000958,88945.25765879656,2987.4068710968068,2018-11-10,TV,1,2201,0
315,64.58218210731494,75258.81549608451,3839.41823238192,2018-11-11,Mobile,1,2200,0
316,45.31505762449139,42204.09419124601,6777.62538494864,2018-11-12,Mobile,1,2199,0
317,55.22929456942446,48372.15842311569,4177.955817878779,2018-11-13,Electronics,1,2198,0
318,40.34599865109816,67369.38239113332,4048.76506658641,2018-11-14,Home Appliance,1,2197,0
319,49.86249528732663,59762.194946017924,4559.050296699816,2018-11-15,Home Appliance,1,2196,0
320,43.047854184484734,70325.71742536385,12926.370587416874,2018-11-16,Electronics,1,2195,2
321,46.45493947489077,76416.24812242769,2653.127576824542,2018-11-17,Home Appliance,1,2194,0
322,53.9273553815537,88242.31885891827,5299.541788315231,2018-11-18,Electronics,1,2193,0
323,32.726689751497915,73237.53054852271,9589.88653395398,2018-11-19,Mobile,1,2192,2
324,76.3858091352819,87162.54109565505,4552.850972006278,2018-11-20,TV,1,2191,0
325,29.90973927750447,76611.86037025301,7840.324218194525,2018-11-21,TV,1,2190,2
326,26.78717080818402,25613.335841153217,2357.5396228524287,2018-11-22,Mobile,1,2189,1
327,62.37166310250102,51516.615154531144,4241.7687044570275,2018-11-23,TV,1,2188,0
328,56.87494040944404,71397.81110695962,3142.960324321542,2018-11-24,TV,1,2187,0
329,54.36179725578233,44757.63142897231,4530.778630181224,2018-11-25,Home Appliance,1,2186,0
330,54.4251826389642,89998.21824990511,4574.7675242208725,2018-11-26,Mobile,1,2185,0
331,44.81629840729628,113268.77080859244,4793.135661314825,2018-11-27,Home Appliance,1,2184,1
332,31.541184427712526,105469.04629243292,6749.902694168506,2018-11-28,Home Appliance,1,2183,1
333,46.137068372905894,69663.9282267448,1301.1868559700188,2018-11-29,TV,1,2182,0
334,34.842574327318324,112268.1534212488,3474.910582183899,2018-11-30,TV,1,2181,1
335,59.62679600126627,78716.6864300528,5138.133581758812,2018-12-01,Mobile,1,2180,0
336,42.79413927746792,66572.85072204901,1673.370039578108,2018-12-02,TV,1,2179,0
337,32.61754204811233,59664.93341147651,6137.490875870154,2018-12-03,TV,1,2178,1
338,40.1792123752051,67438.25783779679,3443.689588356458,2018-12-04,Mobile,1,2177,0
339,51.193971814134365,65295.57953646928,4279.2884829653485,2018-12-05,TV,1,2176,0
340,36.54413170794038,79260.40555938719,6885.170465834862,2018-12-06,Home Appliance,1,2175,2
341,32.666694066503524,79014.34952624662,7998.005444224351,2018-12-07,Mobile,1,2174,2
342,48.65530817237868,75076.15050383536,6220.350210719005,2018-12-08,TV,1,2173,0
343,48.674498566630845,85923.45424365875,2615.1812048899187,2018-12-09,Electronics,1,2172,0
344,37.39585236943305,104766.15686965853,6083.409632118397,2018-12-10,Mobile,1,2171,1
345,37.93442541572516,98738.8533860331,6264.458443152681,2018-12-11,Mobile,1,2170,1
346,48.480749060364545,37877.550788752415,5725.846416132309,2018-12-12,Electronics,1,2169,0
347,23.27873487754014,11151.97162745113,8570.97548178721,2018-12-13,TV,1,2168,2
348,23.888043384351672,98357.99778098184,4850.105279938112,2018-12-14,TV,1,2167,1
349,34.22333668121346,40828.032539614476,8424.846004816198,2018-12-15,Mobile,1,2166,2
350,41.798292724322295,69380.86495268291,8402.16064495868,2018-12-16,Mobile,1,2165,2
351,49.66361348397007,45747.17434851601,6342.494359908025,2018-12-17,TV,1,2164,0
352,67.13034325424329,29950.48906049951,5337.1093246728005,2018-12-18,TV,1,2163,0
353,57.86489434803029,88536.56820511969,5740.477279602539,2018-12-19,Home Appliance,1,2162,0
354,42.60092205054859,93978.87900756617,9386.505487792307,2018-12-20,Mobile,1,2161,2
355,44.71475688145967,60587.23998183201,7385.293488791991,2018-12-21,Mobile,1,2160,2
356,29.962059530432867,10223.94269637725,2772.6559793787355,2018-12-22,Electronics,1,2159,0
357,44.72230296011415,61343.88879368793,5580.149618710058,2018-12-23,Home Appliance,1,2158,0
358,40.670120416197925,84795.10013506367,3064.62114757357,2018-12-24,TV,1,2157,1
359,49.84077840507134,38027.21078064678,3394.979704714534,2018-12-25,Home Appliance,1,2156,0
360,32.59153584671515,79583.9979944789,3911.164426805866,2018-12-26,TV,1,2155,1
361,52.79019771361759,74617.25377067512,2241.2255887435927,2018-12-27,TV,1,2154,0
362,67.99108369503867,89482.28749002721,2967.538452522431,2018-12-28,Home Appliance,1,2153,0
363,43.36859777314714,77989.50921035383,8778.227182407374,2018-12-29,Mobile,1,2152,2
364,51.02567583148412,50673.27647796112,3384.94966936079,2018-12-30,TV,1,2151,0
365,55.352159875666686,104914.28754161228,6766.754714639466,2018-12-31,Home Appliance,1,2150,0
366,38.98169292171246,71036.76067432575,5047.811983499242,2019-01-01,Electronics,1,2149,0
367,48.36138722715625,74317.3865122517,5966.758224034377,2019-01-02,Home Appliance,1,2148,0
368,45.18888601172692,51668.3010231701,6079.373115354626,2019-01-03,Electronics,1,2147,0
369,46.465141478232475,63917.94372021224,2903.1658244711007,2019-01-04,TV,1,2146,0
370,33.404853242168,52879.93214932748,6749.193568838537,2019-01-05,Home Appliance,1,2145,2
371,45.36765261388414,70676.34850191443,2478.3822590703207,2019-01-06,Home Appliance,1,2144,0
372,52.46997436868175,117792.71200355858,3317.498141317197,2019-01-07,Electronics,1,2143,0
373,66.76715411692562,40702.47142671609,6040.286408791098,2019-01-08,Home Appliance,1,2142,0
374,59.3890623912781,34660.96505308147,2809.411790729061,2019-01-09,Home Appliance,1,2141,0
375,77.29773686267335,111779.25818734022,1581.265115063858,2019-01-10,TV,1,2140,0
376,33.489786556679256,69766.90807120335,5463.481697034981,2019-01-11,Home Appliance,1,2139,1
377,58.08480955081017,58273.18153350209,2036.8170265258295,2019-01-12,Mobile,1,2138,0
378,47.75013008607527,100997.61718490192,6292.898228477032,2019-01-13,Electronics,1,2137,0
379,77.8470439982651,59859.611506578396,4044.1118639014935,2019-01-14,Home Appliance,1,2136,0
380,32.87552571967273,120650.24283867341,5428.540930249544,2019-01-15,Electronics,1,2135,1
381,32.40417236728836,91948.14678348173,5383.501586786497,2019-01-16,Electronics,1,2134,1
382,36.009110318339665,62802.21479635743,6499.8579301824175,2019-01-17,Electronics,1,2133,2
383,13.141564135352898,128932.70533163758,6118.728809940785,2019-01-18,Home Appliance,1,2132,1
384,37.113674674788584,59857.12692491654,2796.9109856613504,2019-01-19,Home Appliance,1,2131,1
385,33.61301007669453,93552.38430023268,4159.001700511062,2019-01-20,Electronics,1,2130,1
386,47.25590679714311,82482.3145101623,5425.678791039612,2019-01-21,Mobile,1,2129,0
387,50.12633963665739,107543.53223496996,8491.988159971886,2019-01-22,Electronics,1,2128,2
388,73.14256258823829,114037.77991817132,6143.608945362019,2019-01-23,Mobile,1,2127,0
389,59.256357572790755,75800.10372664417,8166.417231090149,2019-01-24,Electronics,1,2126,2
390,36.346445165063955,56164.55324134541,5553.13443435492,2019-01-25,TV,1,2125,0
391,31.52377992977463,86499.30357347791,7442.462845353972,2019-01-26,Electronics,1,2124,2
392,52.37878757259759,58057.11575619735,5226.218717309473,2019-01-27,Electronics,1,2123,0
393,25.196501894690368,125334.68118816557,7307.9558291691965,2019-01-28,Home Appliance,1,2122,1
394,72.47188148781531,78413.38327706844,3947.9451111192343,2019-01-29,Mobile,1,2121,0
395,62.69160181081931,65866.96121719728,8924.296349478685,2019-01-30,TV,1,2120,2
396,37.962365218429426,79617.0076466227,5831.925992911041,2019-01-31,Mobile,1,2119,1
397,19.302982063636836,41321.84276175759,2249.5302987493574,2019-02-01,TV,1,2118,1
398,65.3080856124812,50709.649037233714,5506.7872352796785,2019-02-02,Electronics,1,2117,0
399,43.28190232121073,105010.34769861064,6152.534475075033,2019-02-03,Home Appliance,1,2116,1
400,63.56724467960193,58577.64302571511,6852.090153996159,2019-02-04,Home Appliance,1,2115,0
401,21.083585118084493,48827.22543295151,10288.981145336318,2019-02-05,Mobile,1,2114,2
402,36.00937465569341,88416.31881318215,3657.170977210788,2019-02-06,Home Appliance,1,2113,1
403,45.07865549577275,104642.60386657492,10319.860113937346,2019-02-07,Mobile,1,2112,2
404,45.70470890647113,92973.83276662667,4674.654783846296,2019-02-08,Mobile,1,2111,0
405,38.249017927811344,99901.19214514541,3239.460654603439,2019-02-09,TV,1,2110,1
406,54.34274898521248,56080.12278576348,3694.8338378578323,2019-02-10,Mobile,1,2109,0
407,28.985693559261083,39454.73333145391,5991.29753195127,2019-02-11,TV,1,2108,1
408,42.8643077246806,112533.34129888717,3012.3985500098547,2019-02-12,Home Appliance,1,2107,1
409,46.804434475678484,66933.00402894661,3979.4800633418863,2019-02-13,Mobile,1,2106,0
410,52.71658251088124,68729.17458862382,5445.953832522041,2019-02-14,Mobile,1,2105,0
411,55.674223171333345,108204.85354622646,8893.535745011477,2019-02-15,Electronics,1,2104,2
412,28.130368622431963,88905.7502350165,6765.234783968615,2019-02-16,Mobile,1,2103,1
413,21.988287438965667,86397.1943020402,4761.3016828148175,2019-02-17,Mobile,1,2102,1
414,64.16515232847763,129125.05862252711,5979.206722638344,2019-02-18,Electronics,1,2101,0
415,49.98471017969388,58912.04424049643,5207.634668388669,2019-02-19,Electronics,1,2100,0
416,33.7727019516517,98196.00320203093,2595.6590375685537,2019-02-20,Home Appliance,1,2099,1
417,68.26727963283784,76425.32812242712,9578.909967987402,2019-02-21,Mobile,1,2098,2
418,46.73511951439288,81714.80697158142,8956.306855427523,2019-02-22,Home Appliance,1,2097,2
419,62.689457760957396,113211.71066031329,4508.737482091066,2019-02-23,Home Appliance,1,2096,0
420,46.01277722115164,87695.89390724059,3757.389775007982,2019-02-24,Electronics,1,2095,0
421,75.91121887322981,88457.40197624083,2625.57676706538,2019-02-25,TV,1,2094,0
422,71.33011263664807,101812.68343274505,6145.273009469052,2019-02-26,Home Appliance,1,2093,0
423,41.2655377728139,65876.18176142787,6162.985912159275,2019-02-27,TV,1,2092,0
424,59.57356426431533,54019.758316524836,3135.86634078094,2019-02-28,Mobile,1,2091,0
425,54.680639243777215,48879.77014947416,5235.2084920486095,2019-03-01,Electronics,1,2090,0
426,65.52947336298523,25841.085265599955,6672.598715198708,2019-03-02,Mobile,1,2089,0
427,30.52614809129843,126405.17824850805,3637.5896062176603,2019-03-03,Mobile,1,2088,1
428,55.29077189997659,47419.79085695792,4254.986695132499,2019-03-04,Electronics,1,2087,0
429,60.876367302743816,69468.6594103557,4235.93593424942,2019-03-05,Mobile,1,2086,0
430,18.618907703653285,68079.66750277698,3232.531758566521,2019-03-06,Electronics,1,2085,1
431,27.251122310013372,82685.16744522752,4295.112488581962,2019-03-07,TV,1,2084,1
432,14.411517333598493,95393.43031348241,2057.0004321987212,2019-03-08,Mobile,1,2083,1
433,40.95889748333163,96511.83720899363,4134.842923865435,2019-03-09,Electronics,1,2082,1
434,55.76313383693943,60423.06403577654,4164.171422729174,2019-03-10,Home Appliance,1,2081,0
435,67.53535578144042,70821.95715533971,4534.508311236121,2019-03-11,Mobile,1,2080,0
436,46.111421706296625,82064.49876220748,5780.889578317177,2019-03-12,TV,1,2079,0
437,69.42923318356938,68782.72184541132,2520.1558994233046,2019-03-13,Electronics,1,2078,0
438,24.29847812677663,115183.63940049981,2758.14609721065,2019-03-14,Mobile,1,2077,1
439,19.44926340967268,87274.37379095628,3193.089311423826,2019-03-15,Mobile,1,2076,1
440,44.16678451655072,93371.94465124543,2389.3768502078838,2019-03-16,Mobile,1,2075,1
441,50.76098173408961,91572.03171668532,6073.709251403455,2019-03-17,TV,1,2074,0
442,44.509578778588605,104336.84643713312,3563.0992018566917,2019-03-18,Electronics,1,2073,1
443,13.988368499401851,79525.53896759267,4599.079237376206,2019-03-19,Home Appliance,1,2072,1
444,43.66319940730818,42579.201301103836,3063.324281726932,2019-03-20,Home Appliance,1,2071,0
445,25.432957492427203,84992.19879381605,3932.0915063602642,2019-03-21,Home Appliance,1,2070,1
446,55.04508823245058,58716.07765520427,5347.822794113033,2019-03-22,Electronics,1,2069,0
447,50.498973691452726,61784.58295625608,5463.8415956479475,2019-03-23,Home Appliance,1,2068,0
448,30.90180320508967,89659.10046887732,2816.348505420476,2019-03-24,TV,1,2067,1
449,37.2919962399496,105957.0767858409,4494.707770956905,2019-03-25,Electronics,1,2066,1
450,29.111797171665728,75531.78941840155,3088.4754988098052,2019-03-26,Mobile,1,2065,1
451,44.059813540902425,82720.82531497409,4418.940923928137,2019-03-27,TV,1,2064,1
452,59.327134807518576,117555.37361588095,3423.9479267837664,2019-03-28,Mobile,1,2063,0
453,30.214109304966843,81018.82948721421,9850.376959978514,2019-03-29,Home Appliance,1,2062,2
454,52.560697732767665,140042.07785450987,6655.63546756065,2019-03-30,TV,1,2061,2
455,37.04613572441339,89137.74114078861,5570.105173696913,2019-03-31,Electronics,1,2060,1
456,33.10690751606484,30980.93102110456,4089.763116705175,2019-04-01,TV,1,2059,3
457,43.394544600681634,93833.54052761331,6740.864032638755,2019-04-02,Mobile,1,2058,2
458,29.47136516370939,84528.95962206944,4554.373056214232,2019-04-03,Electronics,1,2057,1
459,36.69526041979227,107243.81885206864,9400.79142071748,2019-04-04,TV,1,2056,2
460,27.031831611167274,91829.53378174896,7038.550841089887,2019-04-05,TV,1,2055,1
461,74.47087699374583,71538.60040040566,3918.8527384661074,2019-04-06,TV,1,2054,0
462,45.52895327957593,44392.54409276586,8922.550499940946,2019-04-07,TV,1,2053,2
463,34.50411738011122,69774.41856784937,4099.445374506701,2019-04-08,Electronics,1,2052,1
464,48.20969866101333,53736.988644767494,10107.016593812428,2019-04-09,Mobile,1,2051,2
465,43.31507925463755,60486.913754881934,9134.085829129055,2019-04-10,TV,1,2050,2
466,41.685456007001655,89714.46011051524,5334.862780686402,2019-04-11,Electronics,1,2049,1
467,54.21250050065138,116747.61260878516,2097.267970760719,2019-04-12,Mobile,1,2048,1
468,56.36261565070958,84866.78824557453,5150.79393592828,2019-04-13,TV,1,2047,0
469,37.04248278584209,45102.92344912039,2674.9276126681107,2019-04-14,Mobile,1,2046,3
470,36.3627263903298,86115.06670550352,3472.825772805621,2019-04-15,Mobile,1,2045,1
471,40.874224542725344,104915.78716614128,3596.2263936118034,2019-04-16,Electronics,1,2044,1
472,10.471182528966224,59755.427392015445,2663.6737773580367,2019-04-17,Mobile,1,2043,1
473,22.272134067021717,71649.57083317706,5159.48735009187,2019-04-18,Electronics,1,2042,1
474,65.50311401166786,75367.20486822992,3281.243181228673,2019-04-19,TV,1,2041,0
475,69.67451570251926,55377.542172944,4186.180395788345,2019-04-20,Mobile,1,2040,0
476,41.264459406654325,91207.01084609647,3610.605456236813,2019-04-21,Mobile,1,2039,1
477,53.648354445836496,71976.29628480546,5791.947631813531,2019-04-22,Home Appliance,1,2038,0
478,49.66875231815304,85488.3110976757,5606.182284230789,2019-04-23,TV,1,2037,0
479,91.18321212682856,52812.695554947495,4032.8063843281516,2019-04-24,TV,1,2036,0
480,61.79362367151865,64063.54249191474,5919.970057689492,2019-04-25,Home Appliance,1,2035,0
481,43.0812361277885,93059.53394569427,7856.857302080058,2019-04-26,Home Appliance,1,2034,2
482,30.666893390993614,65679.17119770583,1454.2132666132063,2019-04-27,Electronics,1,2033,1
483,20.90330519613641,118174.09628083513,3514.2482945179113,2019-04-28,Electronics,1,2032,1
484,48.051954538008346,65009.09535963494,2921.847714212771,2019-04-29,Mobile,1,2031,3
485,33.654738820735446,80617.11814379715,3367.635700396288,2019-04-30,Mobile,1,2030,1
486,23.666194356034886,98314.77079682724,1309.1858571746288,2019-05-01,Mobile,1,2029,1
487,35.301406736362104,39540.85667667421,1421.033869693886,2019-05-02,Mobile,1,2028,3
488,28.776779945784074,30979.779700480605,892.0498620040529,2019-05-03,Electronics,1,2027,1
489,70.30712452608847,36858.59213574763,3668.2298849882113,2019-05-04,TV,1,2026,3
490,58.224596354241754,106564.60258567956,3619.6549940846007,2019-05-05,Mobile,1,2025,0
491,44.88041038025074,61203.546352688834,8354.1924333103,2019-05-06,TV,1,2024,2
492,67.19916208335039,138954.9821417063,4978.516482910302,2019-05-07,Mobile,1,2023,0
493,46.16052461471428,60893.810033565285,1411.4087190808273,2019-05-08,Home Appliance,1,2022,3
494,32.08073698007605,79613.78257992593,5853.015949619145,2019-05-09,Mobile,1,2021,1
495,67.84686115904486,113552.7488141969,19324.435019224962,2019-05-10,Mobile,1,2020,2
496,53.08365065526988,125152.32220397808,1457.1086558141294,2019-05-11,Mobile,1,2019,1
497,29.441307685103155,126537.58941590996,9471.920555522984,2019-05-12,Electronics,1,2018,2
498,42.14491982874588,105209.15576482855,4569.037818407056,2019-05-13,Home Appliance,1,2017,1
499,31.865726199228643,100601.56314528656,3808.894547747239,2019-05-14,Mobile,1,2016,1
500,24.25800403553496,89813.17373002958,3540.7510633530287,2019-05-15,Mobile,1,2015,1
501,58.892663212974625,94459.02690416595,5415.292279004003,2019-05-16,TV,1,2014,0
502,73.64124960705196,61220.35709178667,3824.087246037078,2019-05-17,Home Appliance,1,2013,3
503,24.02148639271288,54545.027914442326,2626.3806924027185,2019-05-18,Mobile,1,2012,1
504,53.444538550358565,74915.63856472619,3603.108261505188,2019-05-19,TV,1,2011,3
505,35.2403614631726,70745.38443687679,5484.634294224079,2019-05-20,TV,1,2010,1
506,37.69311924352956,63669.29876681812,6309.695855587997,2019-05-21,Electronics,1,2009,2
507,36.11409113641696,92409.68618641788,9907.54621401378,2019-05-22,TV,1,2008,2
508,32.04013845480276,98882.63021426277,4881.7386822815515,2019-05-23,Mobile,1,2007,1
509,45.72782441917241,77210.17215729618,8063.140348935313,2019-05-24,Electronics,1,2006,2
510,32.535748253834434,111938.25202638155,4258.58157986967,2019-05-25,Electronics,1,2005,1
511,49.056852386697585,46457.77214666238,4529.37319594048,2019-05-26,Mobile,1,2004,3
512,44.246428358262946,70158.51351800705,4420.059380012373,2019-05-27,Home Appliance,1,2003,3
513,41.41577929700385,57079.44198492987,5146.0371158314965,2019-05-28,TV,1,2002,3
514,31.386545069376034,28336.584573173503,6807.322114996405,2019-05-29,Electronics,1,2001,2
515,36.34843004147501,72932.98285393252,3750.1401731931437,2019-05-30,Home Appliance,1,2000,1
516,56.33086838738634,71956.31229041792,2997.214347091229,2019-05-31,Mobile,1,1999,3
517,52.51375781436571,112836.24358105328,7049.4984168459905,2019-06-01,TV,1,1998,2
518,30.336671328021737,90770.29211386944,6826.490320813852,2019-06-02,TV,1,1997,1
519,46.489984581438385,49395.329391769876,8625.676843164078,2019-06-03,Electronics,1,1996,2
520,56.27080685057683,121352.31415835471,3479.73944690891,2019-06-04,TV,1,1995,1
521,19.958920783179423,105525.84238813382,4188.1417153694165,2019-06-05,TV,1,1994,1
522,53.15040288569902,89552.44258671539,7167.524976777149,2019-06-06,TV,1,1993,2
523,35.060643615812296,69337.8975287542,3729.7202795862727,2019-06-07,TV,1,1992,1
524,53.55898002889739,51014.01908191301,6191.503807617431,2019-06-08,Mobile,1,1991,3
525,33.55111265186225,65694.83059822368,4267.111534128321,2019-06-09,Home Appliance,1,1990,1
526,17.926768490032213,102218.71549260465,5402.297617629619,2019-06-10,Mobile,1,1989,1
527,20.586863431752562,122114.65764836522,2600.516674030356,2019-06-11,Mobile,1,1988,1
528,45.72127419992073,113581.08820680474,4853.170939899637,2019-06-12,Electronics,1,1987,1
529,48.89583752582223,62778.764455343146,728.5536782125897,2019-06-13,TV,1,1986,3
530,31.435250623433873,47009.56416777472,7786.79262543475,2019-06-14,Mobile,1,1985,2
531,54.57888688166061,78522.1561727801,6555.567799572393,2019-06-15,TV,1,1984,2
532,20.0771990659656,30789.01586092871,2902.2709159992455,2019-06-16,Mobile,1,1983,1
533,44.00880302029025,83079.19285461954,9550.632762524332,2019-06-17,Mobile,1,1982,2
534,26.83475700356315,71309.93534253328,7574.873430639799,2019-06-18,Electronics,1,1981,2
535,35.222458382967616,63349.08745329394,2661.5476378527287,2019-06-19,Home Appliance,1,1980,1
536,45.71098006974621,35132.42331833011,3614.678957477604,2019-06-20,Home Appliance,1,1979,3
537,32.09379952074072,87840.00266424291,2736.124522462579,2019-06-21,Mobile,1,1978,1
538,39.23166683655262,61682.47900845222,5470.335329528164,2019-06-22,Electronics,1,1977,3
539,60.094392138216605,45752.0791072428,3539.8194807983136,2019-06-23,TV,1,1976,3
540,36.34662195715277,3193.444667958771,1634.7436590176237,2019-06-24,TV,1,1975,3
541,57.535381680977125,74312.1273737341,4519.964849086746,2019-06-25,Mobile,1,1974,3
542,28.05439718013573,119306.28991674361,6925.273797837439,2019-06-26,Home Appliance,1,1973,1
543,52.947062668729245,116531.48036369676,4898.8691989503095,2019-06-27,Electronics,1,1972,1
544,66.6235293098685,63572.5935853432,5941.925134133723,2019-06-28,Home Appliance,1,1971,3
545,7.925332498090661,59944.69849095549,5111.7513752901,2019-06-29,TV,1,1970,1
546,33.046571167942844,86719.35640187559,6434.616853146878,2019-06-30,Home Appliance,1,1969,1
547,53.6560819077081,50040.36402029271,5318.580830137879,2019-07-01,TV,1,1968,3
548,41.95431920935511,82544.79749548665,4406.572555858799,2019-07-02,Electronics,1,1967,1
549,50.56718810056963,94152.00695961725,4871.294138990508,2019-07-03,Electronics,1,1966,3
550,35.94022219926269,105673.33059710769,8768.717677190467,2019-07-04,Mobile,1,1965,2
551,46.2988468120935,72496.14808800118,6091.982368040114,2019-07-05,Mobile,1,1964,2
552,42.664841469118805,69908.15624557585,2897.548578424202,2019-07-06,Home Appliance,1,1963,3
553,62.51673092489711,53050.43533108597,4836.052768110367,2019-07-07,Electronics,1,1962,3
554,48.816312649518196,54327.9911490035,5426.434685422657,2019-07-08,Electronics,1,1961,3
555,50.064039931128036,69338.02770246183,4339.239746109754,2019-07-09,Mobile,1,1960,3
556,38.82184550816299,84184.13767040445,1639.5225735736685,2019-07-10,TV,1,1959,1
557,37.6859066389126,97839.61565583124,3043.8570208095257,2019-07-11,Home Appliance,1,1958,1
558,38.51162718270569,54920.52623299138,3828.9866878114112,2019-07-12,Home Appliance,1,1957,3
559,50.91678213567445,112317.21422398803,10047.65125057145,2019-07-13,Mobile,1,1956,2
560,38.68523278769605,68221.90997393578,5797.3373280584865,2019-07-14,Electronics,1,1955,1
561,49.34662285344619,74465.81764128909,2058.6453163074166,2019-07-15,Mobile,1,1954,3
562,76.13101197968157,56319.70802130441,4467.297883372159,2019-07-16,Mobile,1,1953,3
563,58.06687055147539,14393.993493176458,8156.581320375263,2019-07-17,Mobile,1,1952,2
564,40.10964701748238,97101.13490902624,3516.0695983662367,2019-07-18,Mobile,1,1951,1
565,63.01820883245917,93421.09742731083,7288.427113412683,2019-07-19,TV,1,1950,2
566,38.87886940467673,67966.81107204467,2093.8432210793935,2019-07-20,TV,1,1949,1
567,14.428131972332192,76674.7679306218,832.7339792860357,2019-07-21,Electronics,1,1948,1
568,29.878705336238937,87898.48044260248,7769.383446795544,2019-07-22,Mobile,1,1947,2
569,16.938121184612164,35936.35357783643,3735.926467721588,2019-07-23,TV,1,1946,1
570,39.72729773938037,61773.68306634263,1680.8073134982155,2019-07-24,Electronics,1,1945,3
571,45.276275687843274,94856.61699054568,3876.6765126399287,2019-07-25,Mobile,1,1944,1
572,70.14655968412924,43642.76442076877,5090.234755540179,2019-07-26,Home Appliance,1,1943,3
573,49.90391060646244,82338.94830416574,5705.9100345055285,2019-07-27,TV,1,1942,3
574,41.71349206786704,41085.454884414874,1091.0366537908906,2019-07-28,Electronics,1,1941,3
575,57.441083717752335,86660.74956083816,3384.227972738219,2019-07-29,Home Appliance,1,1940,3
576,11.832970364881724,74108.96294256291,4795.250379633086,2019-07-30,Mobile,1,1939,1
577,48.53421837162849,34621.70460236226,5700.116584534321,2019-07-31,Mobile,1,1938,3
578,56.562977908304504,104118.48386142928,2880.5794236569795,2019-08-01,Mobile,1,1937,3
579,22.821206313302376,56635.21058004877,4234.41348225483,2019-08-02,TV,1,1936,1
580,62.15631064810394,54743.689074640475,3510.827842460799,2019-08-03,Electronics,1,1935,3
581,50.07744611241621,80014.22993077357,5167.980381058077,2019-08-04,Home Appliance,1,1934,3
582,38.77068129148798,103715.93373571787,7645.067627170362,2019-08-05,Electronics,1,1933,2
583,54.491727991594274,49604.45452554007,3977.3106574796525,2019-08-06,TV,1,1932,3
584,79.06039286706593,76541.9962461993,2286.4285782238526,2019-08-07,Electronics,1,1931,3
585,47.72799382587743,85720.41250826433,3295.7459499883835,2019-08-08,TV,1,1930,3
586,48.723308794505044,92327.64018157861,9507.426106100009,2019-08-09,Mobile,1,1929,2
587,38.109586506896335,79411.03888193062,3049.7308163796138,2019-08-10,Home Appliance,1,1928,1
588,32.25233445802812,65824.30402291694,2521.6623067774854,2019-08-11,Mobile,1,1927,1
589,57.455037248163684,54310.24448378201,3863.0242727206964,2019-08-12,Electronics,1,1926,3
590,32.15874261136699,77153.59707615936,4467.821066048387,2019-08-13,Mobile,1,1925,1
591,46.073493558290885,48196.52470035983,3614.0332756222656,2019-08-14,Home Appliance,1,1924,3
592,37.83513829852325,1966.2379126348096,2100.022406870174,2019-08-15,Mobile,1,1923,3
593,52.18469738619588,85913.99510394169,5396.431703344333,2019-08-16,Home Appliance,1,1922,3
594,50.00493157930423,97598.37102715488,5170.40339706377,2019-08-17,Home Appliance,1,1921,3
595,60.563099163868486,15926.689111454041,6328.772953776382,2019-08-18,Mobile,1,1920,3
596,37.349754017178796,49756.73238225156,5117.534474852851,2019-08-19,TV,1,1919,3
597,40.95187597059943,90478.85652512994,9154.036695607865,2019-08-20,Electronics,1,1918,2
598,30.318544263265387,126437.38674279247,6549.468048120484,2019-08-21,TV,1,1917,1
599,38.33560109885833,75519.84269188519,5966.220940857793,2019-08-22,TV,1,1916,1
600,50.65950739567278,56799.92646927164,7770.202518848515,2019-08-23,Mobile,1,1915,2
601,56.35482924968028,70427.588972379,4976.493013770953,2019-08-24,Electronics,1,1914,3
602,31.167520137335618,109371.91047870462,4276.596787734114,2019-08-25,Electronics,1,1913,1
603,58.044088801584905,58850.89552188662,5368.884888283727,2019-08-26,TV,1,1912,3
604,65.33456788207427,55020.19983374366,1593.3954460225327,2019-08-27,Mobile,1,1911,3
605,51.20152354835551,62931.41194544919,4983.775315726887,2019-08-28,Electronics,1,1910,3
606,73.151937188371,51166.78479353219,4465.572221539934,2019-08-29,TV,1,1909,3
607,33.39316201344641,78066.75789986989,5633.085340316021,2019-08-30,Electronics,1,1908,1
608,26.330179450328746,115616.96146173902,7298.160926101603,2019-08-31,Mobile,1,1907,1
609,18.31919626643582,83076.98182790073,6044.181282937232,2019-09-01,Mobile,1,1906,1
610,67.44066467233775,68691.1624468428,3300.113788544224,2019-09-02,Mobile,1,1905,3
611,54.81548484531086,67704.7182771114,6769.606823846181,2019-09-03,Electronics,1,1904,2
612,44.16622993634317,35920.22978258357,9213.825719841772,2019-09-04,Home Appliance,1,1903,2
613,49.1995293947973,97077.74442867897,7382.557912168799,2019-09-05,Electronics,1,1902,2
614,28.117664290524353,73054.07007467996,2393.4925376574724,2019-09-06,Home Appliance,1,1901,1
615,81.68627969425239,70488.00216023436,6015.596496837578,2019-09-07,Mobile,1,1900,3
616,46.93831772962841,154827.68919612153,2579.955694103649,2019-09-08,TV,1,1899,1
